review_id,reply
183367010,"この度は、オリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

ご滞在中におけるチェックイン時やお荷物の取り扱いに際し、ご期待にお応えできなかったことを心よりお詫び申し上げます。特にお名前の誤りやスタッフの対応については、厳しく改善を図ってまいります。

また、冷房やアメニティに関してもご不便をおかけしたこと、大変申し訳ございません。お客様に快適にお過ごしいただけるよう、スタッフの教育や施設の見直しを進めてまいります。

次回ご利用の際には、より良いサービスをご提供できるよう努めて参りますので、またのご来館を心よりお待ちしております。"
183367051,"この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

立地や内装、スタッフの対応についてお褒めのお言葉をいただき、大変嬉しく思っております。また、お部屋の広さにもご満足いただけたとのこと、何よりでございます。

朝食についての貴重なご意見、ありがとうございます。品数については今後の参考にさせていただき、より良いサービスを提供できるよう努めて参ります。ラウンジサービスをお楽しみいただけたとのこと、嬉しく思います。

今後ともお客様にご満足いただけるサービスを提供できるよう、スタッフ一同努力して参りますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367056,"この度は、オリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

スタッフへの温かいお言葉をありがとうございます。お客様にとって、心地よい滞在となったことを大変嬉しく思います。シンプルなお部屋やラウンジのアーモンドキャラメルがお気に召したようで、何よりです。

また、朝食の白味噌のお味噌汁や手作り最中を楽しんでいただけたとのことで、私たちのこだわりが伝わったことに感謝いたします。

次回の京都旅行の際も、ぜひお越しください。スタッフ一同、またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367067,"この度は、オリエンタルホテル京都六条に2泊のご利用を賜り、誠にありがとうございます。

快適にお過ごしいただけたとのお言葉、大変嬉しく思っております。特に朝食のお豆腐やフリードリンクもお楽しみいただけたようで、スタッフ一同喜んでおります。

お近くの銭湯や交通の便利さについてのご感想もいただき、ありがとうございます。これからも皆様に心地よくお過ごしいただけるよう努めて参りますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367068,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

清潔感や機能性についてのお褒めの言葉をいただき、大変嬉しく思います。しかし、朝食会場の混雑や騒音がご不便をおかけしたこと、また日本人のお客様にとって居心地が悪く感じられた点について、心よりお詫び申し上げます。いただいたご意見は、今後の改善に活かさせていただきます。

お風呂の水圧に関しましても貴重なご指摘をいただき、感謝申し上げます。より快適にご利用いただける環境づくりに努めてまいります。

今後ともお客様にご満足いただけるよう努力してまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367069,"この度は貴重なご意見をいただき、誠にありがとうございます。

建物の清掃状態やアメニティに関するご指摘については、改善に向けてスタッフ一同、しっかりと取り組んでまいります。また、コンビニの距離についても情報提供に関する考慮をしてまいります。

朝食の配置に関しましてもご不便をおかけし、申し訳ございません。お客様のご意見を参考に、より快適にお楽しみいただけるよう工夫して参ります。サラダのご提供についても真摯に検討いたします。

この度のご意見を心より感謝申し上げます。次回のご利用を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367070,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

最寄り駅からの道中を楽しんでいただけたとのこと、大変嬉しく思います。また、フロントの対応やお部屋、朝食についてのお褒めの言葉を賜り、スタッフ一同励みになります。

ご満足いただけたこと、大変光栄です。京都にお越しの際は、ぜひまたのご来館を心よりお待ちしております。どうぞお気をつけてお越しください。

オリエンタルホテル京都六条"
183367071,"ご利用いただき、誠にありがとうございます。

スタッフの対応やホテルの雰囲気についてお褒めの言葉をいただき、大変嬉しく思います。お客様に素敵な時間を過ごしていただけたことが、私たちにとって何よりの喜びです。

ぜひまたのご来館を心よりお待ちしております。ありがとうございました。

オリエンタルホテル京都六条"
183367072,"この度は貴重なご意見をいただき、誠にありがとうございます。

当ホテルの場所やコンセントの配置についてご不便をおかけし申し訳ございません。お客様のご指摘を真摯に受け止め、改善に努めて参ります。

また、朝食の種類に関しましても、より充実したメニューをご提供できるよう努力いたします。次回はぜひご期待いただければ幸いです。

お客様のまたのご来館を心よりお待ちしております。  
オリエンタルホテル京都六条"
183367076,"お正月にご来館いただき、誠にありがとうございます。ウェルカムドリンクとしての日本酒をお楽しみいただけたとのこと、大変嬉しく思います。

当ホテルでは、季節ごとに特別な体験をご用意できるよう心がけております。今後もお客様にご満足いただけるサービスを提供できるよう努めてまいります。

またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367078,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

落ち着いた雰囲気や京都らしさを感じていただけたこと、大変嬉しく思います。また、駐車場についてのお声も貴重なご意見として受け止めさせていただきます。周辺のコインパーキングについてもご案内いただき、感謝申し上げます。

レンタルサイクルのご利用を通じて、京都の魅力をさらにお楽しみいただければ幸いです。今後とも、お客様にご満足いただけるサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367079,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お部屋や無料サービス、スタッフの対応について高く評価いただき、大変嬉しく思います。お客様に快適にお過ごしいただけるよう、これからもサービスの向上に努めてまいります。

11月の繁忙期におきましても、安心してお楽しみいただける環境を整えておりますので、ぜひまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367090,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

アクセスに関しまして貴重なご意見をいただき、感謝いたします。また、お部屋やドリンクサービス、朝食にご満足いただけたとのこと、大変嬉しく思います。

スタッフへの温かいお言葉もありがとうございます。楽しい女子旅の思い出をお作りいただけたようで、私たちも嬉しい限りです。

またのご来館を心よりお待ちしております。"
183367091,"この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

京都駅からの立地や朝食にご満足いただけたとのことで、大変嬉しく思います。私たちスタッフ一同は、常にお客様にリラックスしていただけるよう心掛けております。

今後とも皆様にご満足いただけるサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367092,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

チェックイン時にスムーズなお手伝いができ、また静かにお休みいただけたことを嬉しく思います。ご指摘いただきましたお部屋の広さや設備については、貴重なご意見として今後の参考にさせていただきます。

次回はぜひ、その他のサービスもご利用いただき、さらに快適な滞在を体験していただければと思います。スタッフ一同、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367094,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

急なご予約にも関わらず、快適なひとときをお過ごしいただけたとのお言葉、大変嬉しく思います。お仕事のストレスが少しでも軽減されたことに、スタッフ一同心より安心いたしました。

次回のご滞在では、ぜひゆっくりとお過ごしいただけることを心待ちにしております。またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367095,"この度は、ご不便をおかけし申し訳ございません。

エントランスのバリアフリーに関するご指摘や、タバコの煙に関するお声をいただき、真摯に受け止めております。お客様が快適に過ごせる環境を提供することは、当ホテルの最も重要な使命です。いただいたご意見については、スタッフ一同でしっかりと検討し、改善に努めてまいります。

貴重なご意見を誠にありがとうございます。今後ともお客様にご満足いただけるよう努力してまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367099,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

和のコンセプトや外観についてお褒めの言葉をいただき、大変嬉しく思っております。USB照明の不具合および清掃が行き届いていなかった点につきましては、ご不便をおかけし申し訳ございません。いただいたご意見は、今後の改善に活かして参ります。

アーリーチェックインやレイトチェックアウト、レンタル自転車サービスにご満足いただけたとのこと、何よりでございます。またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367100,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お客様にご満足いただけたとのことで、大変嬉しく思っております。立地や館内の清潔さ、朝食の白味噌の味噌汁についてのご感想、心より感謝申し上げます。観光地へのアクセスがスムーズで、充実した京都旅行のお手伝いができたことが何よりです。

また、フロントの対応についてもお褒めの言葉をいただき、スタッフ一同励みになります。次回の京都旅行でもぜひご利用いただけますよう、心よりお待ち申し上げております。

今後ともより良いサービスを提供できるよう努めて参りますので、どうぞよろしくお願いいたします。ありがとうございました。 

オリエンタルホテル京都六条"
183367103,"ご利用いただき誠にありがとうございます。

コストパフォーマンスにご満足いただけたとのこと、大変嬉しく思います。また、お部屋に関するお褒めの言葉もありがとうございます。

フロントの対応がご期待に添えず、ご不便をおかけし申し訳ございません。スタッフ一同、今後の改善に努めてまいります。

駅からの距離についていただいた貴重なご意見も感謝いたします。またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367109,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

シンプルでモダンな造りをご評価いただき、大変嬉しく思います。また、ウェルカムドリンクや快適なお部屋でのご滞在がご満足いただけたようで何よりです。

大浴場はご用意しておりませんが、他のサービスにおいて満足いただけるよう、今後も改善に努めてまいります。

お客様のまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367115,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

ご家族での京都旅行が素晴らしい思い出となったこと、大変嬉しく思います。また、スタッフの親切さやお部屋の快適さにご満足いただけて光栄です。

今後もお客様に快適にお過ごしいただけるよう、スタッフ一同心を込めて努めて参りますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367121,"この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

ご指摘いただきましたエントランスの照明やお部屋の清掃状態について、心よりお詫び申し上げます。お客様に快適にお過ごしいただけるよう、これらの点を改善すべく努めてまいります。

また、フロントの対応に関しても期待に沿えず残念に思っております。今後はスタッフ一同、より良いサービスを提供できるよう努力を重ねてまいります。

貴重なお時間をいただき、ありがとうございます。またのご来館を心よりお待ち申し上げております。

オリエンタルホテル京都六条"
183367128,"この度は、オリエンタルホテル 京都六条に長期間ご滞在いただき、誠にありがとうございます。

便利な交通手段をご利用いただき、また地元のお店も楽しんでいただけたとのこと、大変嬉しく思います。バスの情報をシェアしていただき、ありがとうございます。お客様にとって有益な情報となることでしょう。

今後とも、お客様にご満足いただけるサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367129,"この度は最上階のコーナースイートルームにご宿泊いただき、誠にありがとうございます。

ホテルまでの道のりや、和の雰囲気をお楽しみいただけたことを大変嬉しく思います。特にロビーや庭園の美しさが、お客様のリラックスしたひとときの一助となったことを伺い安心いたしました。

朝食にもご満足いただけたとのこと、地元の味を楽しんでいただけたことが私たちの喜びです。また、アクセスに関する貴重なご意見をいただき、ありがとうございます。次回のご滞在の際には、さらに快適にお過ごしいただけるよう努めてまいります。

またのご来館を心よりお待ちしております。"
183367139,"この度は、オリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お部屋やウェルカムドリンクのりんごジュース、レンタルサイクルをお楽しみいただけたとのこと、大変嬉しく思います。また、朝食のお米にもご満足いただけたことは、私たちにとって何よりの喜びです。お客様のご意見は、今後のサービス向上に繋がります。

ぜひ、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367142,"この度はオリエンタルホテル京都六条にご宿泊いただき、また詳細な口コミをお寄せいただき、誠にありがとうございます。

お部屋の変更に関しまして、ご満足いただけたとのことで安心いたしました。ロビーやラウンジの雰囲気、また静かな立地をお楽しみいただけたこと、大変嬉しく思います。清潔感やコストパフォーマンスについてもお褒めいただき、心より感謝申し上げます。

長期のご滞在に際し、お荷物の整理が少々難しい点については、今後の改善点として承ります。次回お越しの際には、ぜひ再度当ホテルのサービスをお楽しみいただければ幸いです。

ご贔屓のお店にも近く、ご再訪をお考えいただけるとのこと、スタッフ一同心よりお待ち申し上げております。またのお越しを心よりお待ちしております。

オリエンタルホテル京都六条"
183367148,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お部屋や水周りの清潔感についてお褒めいただき、大変嬉しく思っております。お客様に快適にお過ごしいただけたことをスタッフ一同喜んでおります。

また、ウェルカムドリンクやお菓子もご利用いただけたとのこと、ありがとうございます。お客様に心地よいひとときを提供できるよう、引き続き努めてまいります。

立地に関する貴重なご意見も感謝いたします。移動の際はタクシーやバスをご利用いただけますと、より快適にお過ごしいただけるかと思います。

今後もお客様のご期待にお応えできるよう精進してまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367160,"こんにちは！この度は当ホテルにご来館いただき、誠にありがとうございます。

ホテルのサービスや雰囲気についてお褒めの言葉をいただき、とても嬉しく思っております。また、ロビーのサービスもご満足いただけたとのこと、ありがとうございます。

お部屋のスペースに関する貴重なご意見も感謝いたします。今後の改善に努めて参りますので、ぜひまたのお越しを心よりお待ちしております。

オリエンタルホテル京都六条"
183367169,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

多くの外国のお客様にもご満足いただける環境をご提供できましたこと、大変嬉しく思います。また、無料の飲み物やツマミを楽しんでいただけたとのことで、何よりです。清潔なビジネスホテルとしての評価もいただけたこと、心より感謝申し上げます。

フロントの対応については貴重なご意見として真摯に受け止め、今後のサービス向上に繋げて参ります。お客様により快適にお過ごしいただけるよう、スタッフ一同努力して参ります。

またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367172,"この度はオリエンタルホテル京都六条にご宿泊いただき、また詳細なご意見を誠にありがとうございます。

アメニティや設備に関するご指摘について、御不便をおかけし申し訳ございません。冷蔵庫や金庫の位置、和室のテーブルに関するご意見は今後の改善に役立てさせていただきます。

立地やロビーの雰囲気、そして朝食に関するご感想をいただけたこと、心より感謝申し上げます。お客様にご満足いただけるよう、料理メニューの充実を図ってまいります。

またのご来館を心よりお待ちしております。"
183367179,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

静かな立地やお部屋の清潔さをお気に召していただけたとのことで、大変嬉しく思っております。

朝食について貴重なご意見を賜り、ありがとうございます。お客様のご意見を参考にし、より多くのニーズにお応えできるメニューの充実を目指してまいります。

またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367187,"この度は清掃の影響でチェックインにお時間をいただき、誠に申し訳ございませんでした。お客様にはご不便をおかけし、大変心苦しく思っております。

今後は清掃のスケジュールを見直し、よりスムーズなチェックインを実現できるよう努めてまいります。貴重なご意見をいただき、誠にありがとうございます。

またのお越しを心よりお待ちしております。 

オリエンタルホテル京都六条"
183367188,"この度は、お客様にご不快な思いをさせてしまい、誠に申し訳ございません。スタッフの対応についてご指摘いただき、感謝いたします。

お客様の貴重なご意見は、今後のサービス向上に向けて真摯に受け止め、改善に努めてまいります。よりスムーズで快適なサービスをご提供できるよう、スタッフ一同、努力してまいります。

またのご来館を心よりお待ちしております。  
オリエンタルホテル京都六条"
183367211,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お褒めの言葉をいただき、大変嬉しく思っております。お部屋の和室やデザイン、そしてご飯を気に入っていただけたとのこと、私たちの努力が伝わったことを心より感謝いたします。また、YouTubeをお楽しみいただけたことも嬉しい限りです。

お客様の快適なご滞在をサポートできたことに、スタッフ一同喜びを感じております。今後とも、お客様にご満足いただけるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367214,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。お風呂やベッドについてのご感想をお寄せいただき、大変嬉しく拝読いたしました。特にご主人様にもご満足いただけたとのこと、スタッフ一同心より喜んでおります。

ご夕食については、移動の関係で難しかったとのことですが、次回はぜひお楽しみいただけるよう、さまざまなプランをご提案できるよう努めてまいります。

貴重なご意見をいただき、感謝申し上げます。またのご来館を心よりお待ちしております。"
183367216,"ご宿泊いただき、誠にありがとうございます。

客室の清潔感や南禅寺豆腐と白みそのお味噌汁をお楽しみいただけたとのこと、大変嬉しく思います。サービスに関するご意見については、今後の改善の参考にさせていただきます。

特に朝食のバランスや団体のお客様との兼ね合いについては、改善策を検討し、より快適にお過ごしいただけるよう努めてまいります。

貴重なご意見をいただき、ありがとうございます。お客様のまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
