review_id,brand_name,store_name,review_title,review_comment,locale,rating,sentiment,reply_created_at,reply,gpt-4o,gpt-4o-mini
183367007,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,浴槽の栓が繋がってるギボシについてですが、風呂に浸かっていた際に隙間から黒ずみが見えて、気分が台無しになりました。見えにくい部分ですが、清掃を徹底してもらいたく思います。ホテルのサービスについては、1階で一部のアメニティグッズが揃えられておりましたが、歯ブラシもあれば尚よかったなぁと感じました。スタッフ対応などは良かったと感じております。場所はアクセスしづらかったですが、仕方のないと感じております。,ja,3,MIXED,2024-12-06 17:55:45,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございました。
また貴重なご意見を頂戴し、合わせて御礼申し上げます。
客室の清掃に関してご不快な思いをさせてしまったとのこと、心よりお詫びを申し上げます。
より一層お客様にお喜び頂ける場を目指し、精進を重ねて参ります。

オリエンタルホテル京都六条
","この度はご滞在いただき、また貴重なご意見を賜り、誠にありがとうございます。浴槽の栓に関してご不快な思いをおかけしましたこと、お詫び申し上げます。清掃の徹底を図り、改善に努めて参ります。アメニティに関しても、今後の参考にさせていただきます。
 

 スタッフへのお褒めのお言葉、ありがとうございます。お客様の貴重なご意見を基に、更に快適にお過ごしいただけるよう改善に努めます。次回のご利用を心よりお待ちしております。","お忙しい中、貴重なご意見をいただきありがとうございます。
 

 浴槽の清掃についてご指摘いただきました点、深くお詫び申し上げます。お客様に快適にお過ごしいただけるよう、清掃の徹底に努めてまいります。
 

 また、アメニティに関してのご要望も承りました。今後の改善に活かさせていただきます。
 

 スタッフ対応にご満足いただけた点、大変嬉しく思います。アクセスの面ではご不便をおかけしましたが、またの機会にお越しいただけることを心よりお待ちしております。"
183367010,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,結論から申し上げて、再訪することはないと思います。チェックイン前に荷物を預かっていただきたく、お願いしました。フロントの若い男性は感じが良かったですが、名前を間違えられました。チェックインの際、今度は若い研修中の女性でしたが、その方からも同じ名前で間違えられました。どのような管理をされておられたのか疑問です。朝に預かっていただいた荷物とチェックイン時に持っていた荷物で計5個の袋を抱えてお部屋に行くことになりそうでしたので、荷物を配送したいので、配送が決まっているものを予めフロントで預かっていただきたい、後ほど他に配送する荷物も整理してお持ちしますとお伝えすると、今この場で伝票記入してもらわないといけない旨を伝えられました。荷物が全て揃ってから記入ではいけないのかな？5個口の荷物を抱えながら伝票記入をしなければいけないのかと思い、後からまとめてお持ちしますとお伝えして離れました。改めてフロントに配送の手続きに伺いました。先ほどとは違う若い女性。明らかに迷惑そうな表情。ダンボールが100サイズしかないとのことで承知しましたが、何の指示もなく淡々と組み立てをはじめ、目の前にはさみとガムテープを置かれ、無愛想にカウンターに立っている。100サイズのダンボール半分もいかない量の荷物で明らかに荷物が箱の中で乱れるだろうというほどのスペースがあるにもかかわらず、チェックもせずに客にガムテープで梱包までさせるのですね。日付指定をさせて頂きましたが、控えを渡す際に日時の確認や割れ物がないかの確認もなく、控えだけを渡されました。その後、翌朝の朝食を追加できないかお尋ねすると、既に満席とのこと。あの対応ですと満席ではなく、ただ面倒くさかったのだろうなとしか思えませんでした。翌朝、やはり配送の荷物の件が気になり、フロントで事情を話し、ダンボールの中身をチェックしていただきました。申し訳ございませんと言われましたが、この方に非はありません。2人がかりで緩衝材をいれて梱包して下さいましたが、緩衝材があるならなぜに受付した際から使用しないのか、不思議で仕方なかったです。面倒くさかったのでしょうね。たまたま対応の悪いスタッフに当たってしまったと思いたいですが、駅から10分弱の立地やコンセントが少ない、アメニティ削減等使い勝手も考えるとリピートはないかなと思います。そして、お部屋は冷房がついており、自動設定に変えましたが、変化はなく、あまりの寒さに寝つけず。。結局、隣のベッドの掛け布団もかけて就寝しました。癒しの旅のはずが、拷問を受けた気分でした。電子ケトルがありましたが、コンセントが少ないため、どちらで沸かしたらいいのか困り、使用できませんでした。設計ミスでしょうか。,ja,1,NEGATIVE,2024-12-11 18:03:31,"この度は当ホテルをご利用いただき、また貴重なご意見をお寄せいただきありがとうございます。お客様のご滞在に関してご不便をおかけしましたこと、心よりお詫び申し上げます。

お名前の間違いや荷物の配送手続きに関する対応について、スタッフの不手際によりご迷惑をおかけしたことを深く反省しております。お客様のご要望に迅速かつ丁寧に対応できるよう、スタッフへの指導を強化し、再発防止に努めます。

また、客室内の冷房の問題やコンセントの配置についてもご不便をおかけしたことをお詫び申し上げます。設備面においても今後の改善点として、検討させていただきます。

朝食についても、ご希望に沿えなかったこと、大変申し訳ございませんでした。お客様が感じられた通り、スタッフの態度に関しても反省し、全てのお客様に対して丁寧かつ心地よいサービスが提供できるよう努力いたします。

お客様のご意見を真摯に受け止め、より良いサービスを提供できるよう、スタッフ一同改善に取り組んでまいります。お手数ではございますが、次回機会があればぜひまたご利用いただければ幸いです。

お客様にとってより快適な滞在ができるよう、今後も努力してまいります。

誠に申し訳ございませんでした。","この度はご不快な思いをお掛けしてしまい、誠に申し訳ございませんでした。フロントでの対応や荷物の取り扱いについて不十分な点があったこと、心よりお詫び申し上げます。また、施設の設備やアメニティの件についてもご不便をおかけし、大変申し訳なく思っております。
 

 今回の経験を元に、スタッフの教育や施設の改善に努め、お客様に快適にお過ごしいただけるよう心掛けて参ります。貴重なご意見を賜り、誠にありがとうございました。もし今後も機会がございましたら、改善された姿をお見せできるよう努めたいと思います。改めて、お詫びと感謝を申し上げます。","この度はご利用いただき、誠にありがとうございます。
 

 しかしながら、ご期待にお応えできず、申し訳ありませんでした。スタッフの対応やお荷物の管理についてのご指摘、詳しくお聞かせいただき感謝申し上げます。大変不快な思いをさせてしまったこと、お詫び申し上げます。
 

 ご指摘いただいた点は、すぐに改善策を検討し、スタッフ教育の強化に努めてまいります。また、施設の設計やアメニティについても今後の参考にさせていただきます。
 

 快適な滞在を提供できるよう、一層の努力を重ねてまいりますので、今後ともご指導ご鞭撻のほどよろしくお願い申し上げます。"
183367051,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,最寄りの駅は地下鉄烏丸線五条駅かバスでは堀川五条。（バス停留所の方が近いです。）リーズナブルだし、内装もキレイでスタッフさん達も丁寧でした。(⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠)お部屋の広さも3人で利用したのですが、窮屈さも感じませんでした。朝食は美味しかったですが、品数は少なめに感じました。あと、時間帯で無料で利用出来るラウンジのサービス（ソフトドリンク、コーヒー、日本酒）は嬉しかったです。(⁠^⁠^⁠)リピも全然ありだと思いました。,ja,3,POSITIVE,2024-12-11 18:03:33,"この度はご利用いただき、誠にありがとうございます。ご滞在中に快適にお過ごしいただけたようで、大変嬉しく思います。

立地についてご案内いただきありがとうございます。最寄りの駅やバス停もご確認いただき、便利にご利用いただけたことと思います。お部屋の広さやスタッフの対応についてもお褒めの言葉をいただき、スタッフ一同大変励みになります。

朝食については品数に関してご意見をいただきありがとうございます。今後の改善点として参考にさせていただきます。また、ラウンジサービスもご利用いただき、楽しんでいただけたようで嬉しく思います。

次回のご滞在を心よりお待ちしております。またのお越しをスタッフ一同、心よりお待ちしております。

ありがとうございました。",この度はご利用いただきありがとうございます。施設やサービスにご満足いただけたようで嬉しく思います。朝食の品数についてのご意見もありがとうございます。参考にさせていただきますので、またお越しいただいた際にはさらに満足いただけるよう努めます。これからもぜひご利用ください。お待ちしております。,"この度はご利用いただき、ありがとうございます。
 

 立地や内装、スタッフの対応に関するお褒めの言葉をいただき、大変嬉しく思います。
 

 また、朝食についてのご意見もありがとうございます。品数については今後の改善点として検討させていただきます。
 

 ラウンジサービスを楽しんでいただけたとのこと、何よりです。リピートをご検討いただき、感謝いたします。
 

 今後ともご満足いただけるよう努めてまいりますので、ぜひまたお越しください。お待ちしております。"
183367056,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,京都旅行で2泊お世話になりました。スタッフの方は若い方ばかり。初々しさこそありますが、優しさ溢れた方が多く、お部屋のシンプルさも含めて、Z世代の良さが溢れています。駅から多少離れてはいますが、観光には大変便利でした。京都旅行はたくさん歩きますよね。途中でお部屋に戻り、ラウンジのお茶やお菓子を頂きながらお部屋で休憩して、再び夜の京都を楽しむ旅を満喫できました。ちなみに、ラウンジのお菓子のアーモンドキャラメルはJALのファーストクラスラウンジでも選ばれている物と同じ物。アーモンドカシューナッツも含め、本当に幸せな気持ちになりました。朝食は品数は少ないですが、とても美味しく、白味噌のお味噌汁とデザートの手作り最中が絶品でした。京都から帰ってからも、あの最中が食べたくなり、地元のあんこ屋さんで餡とモナカの皮を購入し再現してみましたが、ホテルの味には追いつきませんでした。京都にはまた来たいと思わせる何かがありますね。また行きたいと思います。,ja,5,POSITIVE,2024-12-06 17:55:52,"この度はオリエンタルホテル京都六条に宿泊いただき、誠にありがとうございます。お客様が素敵な京都旅行をお楽しみいただけたこと、スタッフの対応やホテルのサービスがご満足いただけたことを大変嬉しく思っております。

お部屋や施設、そして朝食に関するご意見、誠にありがとうございます。お部屋のシンプルな内装や、朝食の美味しさがお好きいただけたようで、私たちも大変嬉しく思っております。また、ラウンジでのお茶やお菓子を楽しみ、夜のライトアップをお楽しみいただけたことも嬉しいご感想です。

今後もお客様にとって心地よい空間を提供できるよう、スタッフ一同努めてまいります。またのご来館を心よりお待ちしております。
オリエンタルホテル京都六条","この度は当施設にご宿泊いただき、素敵な口コミをありがとうございます。スタッフの対応やお部屋、ラウンジのサービスにご満足いただけたようで、大変嬉しく思います。特にアーモンドキャラメルや手作り最中を気に入っていただけたこと、私たちもとても誇らしく思っております。
 

 京都でのご滞在が充実したものになったようで何よりです。お客様の旅の一助となれたことを光栄に感じます。次回お越しの際も、より良い滞在を提供できるよう努めてまいりますので、またのご来訪を心よりお待ちしております。","ご宿泊ありがとうございました。
 

 お客様の京都旅行を素晴らしいものにできたこと、大変嬉しく思います。スタッフの温かさやお部屋のデザインにご満足いただけたこと、またラウンジのお菓子についてのお褒めの言葉もありがとうございます。特にアーモンドキャラメルや手作り最中が印象に残り、お帰り後も再現に挑戦されたとのこと、嬉しい限りです。
 

 京都の魅力を感じながら快適にお過ごしいただけたこと、再びお越しいただけるお言葉を励みにこれからも努めてまいります。
 

 またのご来店を心よりお待ちしております。"
183367067,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,2泊しました、とても快適でした。朝食も美味しい、特に南禅寺のお豆腐は最高です。フリードリンクも日本酒等有ります。歩いて5分程で綺麗な銭湯もあり便利です。京都駅からはタクシーでワンメーターです。,ja,5,POSITIVE,2024-12-06 17:55:53,"
2泊のご滞在、そしてご感想を共有いただきありがとうございます。お客様が快適な滞在をお楽しみいただけたこと、そして朝食やフリードリンク、近隣の銭湯にもご満足いただけたこと、大変嬉しく存じます。

特に南禅寺のお豆腐がお気に召していただけて、それが最高の一品となったことを知り、大変嬉しく存じます。フリードリンクや周辺の設備がお役立ちいただけたようで、これも何よりです。

京都駅からのアクセスも便利で、タクシーでワンメーターで行けるほど近い距離だった点に関しても他の皆様に共有いただき御礼申し上げます。

またの機会にぜひお越しいただけることを心よりお待ちしております。どうもありがとうございました。",この度はご宿泊いただきありがとうございます。快適にお過ごしいただけたようで、大変嬉しく思います。特に朝食のお豆腐を気に入っていただけたこと、光栄です。フリードリンクや周辺の銭湯もご満足いただけたようで何よりです。交通の便もご評価いただき感謝しております。またお越しいただける日を心よりお待ちしております。,"この度は2泊のご利用、誠にありがとうございました。  
 

 快適にお過ごしいただけたとのこと、大変嬉しく思います。朝食のお豆腐やフリードリンクのサービスもお気に召していただけたようで、何よりです。  
 

 銭湯が近くにある点も便利に感じていただけたようで、良かったです。これからもお客様に愛される宿を目指してまいりますので、ぜひまたお越しください。お待ちしております。"
183367068,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,清潔で機能的なホテルです。ただ、基本的に外国人の方向けかと。日本人はちょっと肩身が狭いかな。お客さんも7割くらいがアジア系外国人のようで、朝食会場はかなり騒がしかったです。肉どうふや自分で作る最中は美味しかったけど、半分以上パンやスクランブルエッグなどの洋食でした。お風呂もバストイレ一体型、シャワーの水圧弱め。決して悪いホテルではないんだけど……朝食会場のざわざわが今でも脳裏に焼き付いています。,ja,3,MIXED,2025-05-13 17:27:26,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。
また、貴重なご意見をお寄せいただき、重ねて御礼申し上げます。

ご滞在中はご朝食やお部屋の設備など、さまざまな面に目を向けていただきありがとうございました。
今後もより快適にお過ごしいただけるよう、サービスの向上に努めてまいります。
また京都にお越しの際には、ぜひ当館をご利用いただけますと幸いです。","この度はご宿泊いただき、貴重なご意見をありがとうございます。
 

 施設の清潔さや一部のお食事を楽しんでいただけたようで嬉しく思います。ただ、朝食会場の混雑や騒がしさについてご不便をおかけし、申し訳ございません。ご指摘いただいた点については、今後のサービス改善に役立てて参ります。
 

 お風呂や朝食の内容についても、より多くのお客様に快適にお過ごしいただけるよう検討してまいります。次回お越しいただいた際には、さらにご満足いただけるよう努めて参りますので、またのご利用をお待ちしております。","この度はご利用いただき、ありがとうございます。
 

 清潔で機能的と評価していただき、感謝申し上げます。  
 朝食会場の騒がしさや、朝食メニューについてのご意見をお寄せいただき、誠にありがとうございます。 
 

 今後の改善の参考にさせていただきますので、貴重なご意見として受け止めさせていただきます。  
 少しでも快適にお過ごしいただけるよう努めて参りますので、次回のご利用を心よりお待ちしております。"
183367069,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,建物綺麗なんだけど、他の方も書いているけど清掃が甘い。あとアメニティ歯ブラシしかなかった。コンビニ離れてるから記載しといて欲しいわ。朝食はいい感じなんだけど問題は配置。ドリンク系は別に置いた方がいいのと料理から席が近すぎて狭い。時間ある程度割り振ればいいのに。あとサラダは欲しい。,ja,2,MIXED,2024-12-06 17:55:54,"貴重なご意見をいただき、誠にありがとうございます。建物の美しさについてのお褒めの言葉、そして清掃の点でのご指摘、アメニティに関するご感想、朝食の配置や内容に関するご意見、すべてについて真摯に受け止めております。

清掃に関しては、お客様が心地よく過ごせるように、スタッフへの指導と改善に努めます。アメニティに関しましては、1Fフロント横にヘアブラシやコットンセットなど様々なものを設置しており、ご自由にお取りいただけるようになっております。ご案内が足りず申し訳ございません。それらの充実度や周辺情報の記載についても見直しを行い、より快適なご滞在を提供できるよう努めます。

朝食の配置や内容についてのご提案も、今後の改善の参考にさせていただきます。お客様のご意見は大変重要で、これからのサービス向上に役立てさせていただきます。

またの機会にぜひご利用いただければと願っております。どうもありがとうございました。","この度は貴重なご意見をいただき、誠にありがとうございます。
 

 清掃やアメニティについてご不便をおかけしましたこと、お詫び申し上げます。迅速に改善に努めてまいります。また、アメニティや周辺施設の情報についても、今後の案内に反映させていただきます。
 

 朝食の配置やメニューについてもご指摘いただき感謝いたします。お客様のご意見を参考に、より快適にお過ごしいただけるよう努めてまいります。
 

 またのご利用を心よりお待ちしております。","ご利用いただきありがとうございます。
 

 清掃やアメニティ、レイアウトに関する貴重なご意見、誠にありがとうございます。清掃状況については、改善に努めてまいります。また、アメニティや周辺情報についても、今後の参考にさせていただきます。
 

 朝食の配置についてのご指摘も、大変参考になります。お客様に快適にお過ごしいただけるよう、改善を検討いたします。
 

 またのご来店を心よりお待ちしております。"
183367070,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,年始に朝食付きで1泊しました。最寄り駅から少し歩いたところにあります。もっと近ければいいなぁと思いましたが、街並みを見ながら歩いていたらあっという間でした！荷物を減らすために、フロントで荷物を預けました。その際のフロントの方の対応もよかったです。建物は和がモチーフになっていて、とても綺麗でした。部屋の中も綺麗で広く、くつろぐことが出来ました！朝食はバイキング方式でした。一つ一つのクオリティがとても高く、どれも美味しかったです。値段も安くて大満足でした！京都に行く際はまた泊まりたいと思いました！,ja,5,POSITIVE,2024-12-06 17:55:54,"
ご宿泊いただき、そして詳細なご感想をありがとうございます。お客様が建物や部屋、そして朝食にご満足いただけたことを知り、大変嬉しく思います。

少し歩く距離に位置しているものの、街並みを楽しみながらのお散歩が良い思い出になったようで、何よりです。また、荷物の預かりサービスに対するフロントスタッフの対応にもご満足いただけたようで、お褒めのお言葉をいただきありががとうございます。

和のモチーフが美しく取り入れられた建物や広くてくつろげるお部屋、そして高品質なバイキング朝食がお好みに合い、こちらも大変嬉しいお言葉です。

次回もぜひお越しいただけることを心よりお待ちしております。この度はご宿泊いただき誠にありがとうございました。","年始にご利用いただき誠にありがとうございます。最寄り駅からの距離にもかかわらず、街並みを楽しんでいただけて嬉しく思います。また、フロントや施設内での快適な宿泊をお楽しみいただけたとのこと、大変光栄です。
 

 朝食のクオリティについてもお褒めの言葉をいただき、スタッフ一同励みになります。また京都にお越しの際にお会いできることを楽しみにしております。ありがとうございました。","この度はご宿泊いただき、誠にありがとうございます。
 

 最寄り駅からの道のりを楽しんでいただけたとのこと、とても嬉しく思います。 
 

 フロントの対応や、お部屋や朝食についてもお褒めの言葉をいただき、スタッフ一同励みになります。 
 

 お客様のまたのご来店を心よりお待ちしております。京都での素敵な思い出作りにお力添えできれば幸いです。"
183367071,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,スタッフさんの対応がすごく良かったです！ホテルの中ももすごくキレイで素敵でした。また利用したいと思います！素敵な時間をありがとうございました♪,ja,5,POSITIVE,2024-12-06 17:55:54,"素敵なお言葉、誠にありがとうございます！スタッフの対応が良かったとのお褒めの言葉を受け、大変嬉しく思います。また、ホテルの内部が清潔で素敵だったとの印象も嬉しく存じます。

次回もぜひご利用いただけることを心よりお待ちしております。素敵な時間を過ごしていただけたこと、またの機会にお会いできることを嬉しく思います。どうもありがとうございました！","この度はご利用いただきまして、誠にありがとうございます。スタッフの対応やホテル内の環境についてお褒めの言葉をいただき、大変光栄です。お客様にとって素敵な時間となったことを嬉しく思います。
 

 またのご利用をスタッフ一同、心よりお待ちしております。今後とも素晴らしいサービスを提供できるよう努めてまいります。ありがとうございました。","ご利用いただき、誠にありがとうございます。
 

 スタッフの対応とホテルの清潔さをお褒めいただき、大変嬉しく思います。 お客様に素敵な時間を提供できたことは私たちの大きな喜びです。 
 

 またのご利用を心よりお待ちしております。ありがとうございました！"
183367072,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,色々素敵ですが、場所が分かりにくい、ティファール使うにも近くにコンセントの差し込み口が無いのでベッド近くで湯沸かしたり…朝食種類少な目でした。,ja,3,MIXED,2024-12-06 17:55:54,"ご宿泊いただき、そして貴重なご意見をありがとうございます。お褒めいただいた点に感謝いたしますが、場所が分かりにくいとのご指摘、お部屋のコンセントの位置や朝食の種類に関するご意見については、真摯に受け止め、今後の改善に活かしてまいります。

特にティファールの利用においてコンセントの位置が不便であったこと、朝食の種類が少なかったことについては、お客様にとって快適な環境を提供できるよう努めてまいります。また、場所に関する案内や表示の向上にも注力してまいります。

次回のご滞在でより良いサービスをご提供できるように、改善点をしっかりと検討させていただきます。お客様のご意見に感謝し、またの機会にお越しいただけることを心よりお待ちしております。どうもありがとうございました。","ご意見をお寄せいただきありがとうございます。
 

 場所のわかりにくさや設備の配置につきまして、ご不便をおかけして申し訳ございません。貴重なご指摘を参考に改善に努めます。
 

 朝食の種類についても、より満足いただけるよう工夫してまいります。
 

 またのご利用をお待ちしております。どうぞよろしくお願いいたします。","この度はご利用いただきありがとうございます。
 

 気に入っていただけた点があった一方で、ご不便をおかけし申し訳ございません。場所やコンセントの位置についてのご指摘は、今後の改善に活かさせていただきます。また、朝食の種類についても見直しを検討いたします。
 

 貴重なご意見をいただき感謝いたします。次回はより満足していただけるよう努めてまいりますので、ぜひまたのご利用をお待ちしております。"
183367076,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,お正月だからでしょうか、ウェルカムドリンクに日本酒の提供がありました,ja,4,NEUTRAL,2024-12-06 17:55:55,"この度はご宿泊並びに口コミ投稿をいただき誠にありがとうございます。
ウェルカムドリンクの日本酒に関しては、2023年末ごろより通常メニューとしてご用意させていただいております。
京都にある酒造の日本酒2種類を皆様にお楽しみいただけましたら幸いでございます。

またのお越しをスタッフ一同心よりお待ちしております。
この度は誠にありがとうございました。",この度はご来店いただき、誠にありがとうございます。特別なお正月の雰囲気を楽しんでいただけたようで嬉しく思います。今後も様々な工夫を凝らし、お客様に喜んでいただけるサービスを提供して参ります。またのご来店を心よりお待ちしております。,"口コミをお寄せいただき、ありがとうございます。
 

 お正月の特別なウェルカムドリンクをご覧いただき、嬉しく思います。日本酒を楽しんでいただけたこと、大変光栄です。
 

 今後も季節ごとの特別なサービスを展開してまいりますので、ぜひまたのご来店をお待ちしております。"
183367078,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,落ち着いていて、京都らしくて良いです。駐車場がホテル内に無い事だけが、残念。もっとも近くにコインパーキングは有りますが。京都のホテルは結構みんなそうかもしれませんが、海外からの旅行客が多いです。最近レンタルサイクルの予約貸出を始めたようで、京都は余り広く無いので、それを利用すると行動範囲が広くなって面白いと思います。,ja,4,MIXED,2024-12-06 17:55:56,"この度はオリエンタルホテル京都六条にご滞在をいただき誠にありがとうございます。
またご感想もお寄せいただき重ねてお礼を申しあげます。
ご不便をお掛けしてしまい誠に申し訳御座いません。
今後も快適で心地よいご滞在をお手伝いできるよう日々精進してまいります。
またのご来館を従業員一同心よりお待ち申し上げております。
オリエンタルホテル京都六条 フロント　高木",この度はご利用いただき、誠にありがとうございます。お店の雰囲気や、レンタルサイクルをご評価いただき大変嬉しく思います。駐車場につきましてはご不便をおかけして申し訳ございません。近隣のコインパーキングのご案内をさせていただくよう努めておりますので、何かご不明点がございましたらお知らせください。またのご来店を心よりお待ちしております。,"この度はご宿泊いただき、誠にありがとうございます。
 

 落ち着いた雰囲気や京都らしさを感じていただけたとのお言葉、大変嬉しく思います。駐車場に関するご指摘も、貴重なご意見として承ります。近隣のコインパーキングをご利用いただけるとのこと、何とかご不便をおかけしないよう努めてまいります。
 

 レンタルサイクルのサービスもご利用いただければ、京都の魅力をより楽しんでいただけると思います。またの訪問を心よりお待ちしております。"
183367079,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,お部屋綺麗です！無料サービスが充実しており、店員さんが丁寧です。11月の繁盛期でもコスパ良いのでリピートしたいです。〈無料サービス〉・コーヒーやジュースのドリンク・ナッツ等の軽食・電動自動車の貸し出し,ja,5,POSITIVE,2024-12-06 17:55:56,"口コミ投稿並びにホテル内の無料サービスのご紹介、誠にありがとうございます！お部屋の綺麗さや無料サービス、そしてスタッフの丁寧さがお客様にご満足いただけたこと、大変嬉しく思います。11月の繁忙期でもご満足いただけたとのお言葉、スタッフ一同大変感激しております。
お客様のリピートをお待ちしておりますし、今後もお客様にとって心地よい滞在を提供できるように努めてまいります。何かご要望やご意見がございましたら、どうぞお気軽にお知らせください。またのご利用を心よりお待ちしております。",この度はご利用いただき、誠にありがとうございます。お部屋や無料サービス、スタッフの対応にご満足いただけたようで光栄です。特に繁盛期の中でのコストパフォーマンスを評価していただけたこと、大変嬉しく思います。またのご利用を心よりお待ちしております。そして、素敵な時間をお過ごしいただけるよう引き続き努力してまいります。,"お忙しい中、貴重なご感想をありがとうございます。
 

 お部屋の清潔感や無料サービスに満足いただけたとのことで、とても嬉しく思います。特に店員の対応もお褒めいただき、励みになります。
 

 コストパフォーマンスにもご納得いただき、リピートの意欲を示していただけたことが何よりの喜びです。11月の繁忙期にもぜひお越しください。
 

 またお会いできることを楽しみにしております！"
183367090,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,アクセスが少し不便でしたが綺麗で広くて快適でした。ドリンクサービスも充実、朝食もとても美味かったです。若いフロントスタッフの男性がイケメン、女子旅だったら楽しい思い出になりますね。,ja,5,POSITIVE,2024-12-06 17:55:59,"この度はご宿泊並びに口コミ投稿ありがとうございます。アクセスが少し不便だったとのこと、ご不便をおかけいたしました。ただ、お部屋が綺麗で広く快適な滞在ができたとも仰っていただき、スタッフ一同大変嬉しく存じます。ドリンクサービスが充実しており、朝食も美味しかったとのお言葉、重ねて御礼申し上げます。

また、若いフロントスタッフの男性が印象的だったとのコメントもありがとうございます。女子旅だけでなく皆様に快適なご滞在をご提供できるよう、今後も精進してまいります。
また京都にお越しの際にはぜひ当ホテルをご利用くださいませ。スタッフ一同心よりお待ちしております。",この度はご利用いただき、誠にありがとうございます。ご滞在を楽しんでいただけたようで、大変嬉しく思います。アクセスのご不便については心よりお詫び申し上げますが、その分快適にお過ごしいただけたとのこと、とても励みになります。ドリンクサービスや朝食を評価いただきありがとうございます。スタッフへの温かいお言葉も感謝いたします。次回のご訪問も心よりお待ちしております。,"この度はご利用いただき、誠にありがとうございます。
 

 アクセスについてご不便をおかけしましたが、快適にお過ごしいただけたようで嬉しく思います。 
 

 ドリンクサービスや朝食をお楽しみいただけたこと、またフロントスタッフに対してのお褒めのお言葉もありがとうございます。
 

 女子旅など、特別な時間を過ごす場所としてご利用いただけるよう、引き続き努力して参ります。
 

 またのご来店を心よりお待ちしております。"
183367091,オリエンタルホテル 京都六条,オリエンタルホテル 京都六条,,京都駅から近く東本願寺と西本願寺の中間にあり朝食も美味しいく良いホテルでした。,ja,4,POSITIVE,2024-12-06 17:55:59,"この度は口コミを共有いただきありがとうございます。
お客様がおっしゃる通り、当ホテルは京都駅からは徒歩圏内で東本願寺と西本願寺の中間に位置しており、また各観光地行きのバス停も近いためおすすめさせていただいております。ご満足いただけたようで光栄でございます。

また、朝食が美味しかったとのお言葉、スタッフ一同励みになります。誠にありがとうございます。今後もお客様にとって快適で思い出に残る滞在を提供できるよう、朝食を含め各サービスの向上に努めてまいります。またの機会にぜひお越しいただければ幸いです。何かご質問やご要望がありましたら、どうぞお気軽にお知らせください。",ご宿泊いただきありがとうございます。また、ホテルの立地や朝食についてお褒めの言葉をいただき大変嬉しく思います。これからも快適にお過ごしいただけるよう努力してまいりますので、ぜひまたお越しください。お待ちしております。,ご滞在いただき、ありがとうございます。立地や朝食をお楽しみいただけたとのこと、大変嬉しく思います。今後ともお客様にご満足いただけるよう努めて参りますので、ぜひまたお越しくださいませ。お待ちしております。
