review_id,reply
183366935,"お忙しい中、貴重なご意見をありがとうございます。
 

 立地や設備にご満足いただけたとのことで、大変嬉しく思います。また、アメニティやドリンクサービスもご利用いただき、安心いたしました。
 

 お客様の観光の拠点としてお役に立てるよう、これからもサービス向上に努めてまいります。次回のご利用を心よりお待ちしております。"
183366939,"この度はご利用いただき、ありがとうございます。 
 

 お越しいただく際の距離についてのご指摘や、チェックイン時の操作について貴重なご意見をいただき感謝いたします。お客様にご不便をお掛けしたこと、大変申し訳なく思っております。 
 

 冷蔵庫の設置に関するご要望も、今後の改善点として検討させていただきます。お部屋の広さについても、今後のお客様の参考にさせていただきます。 
 

 ご意見をもとに、より良いサービスを提供できるよう努めてまいりますので、またのご来店を心よりお待ちしております。"
183366943,"貴重なご意見をいただき、ありがとうございます。
 

 お部屋の広さや清潔さにご満足いただけたことは嬉しく思いますが、ユニットバスや移動の不便さ、従業員の対応についてご不快な思いをさせてしまい、お詫び申し上げます。チェックイン時の説明不足やアメニティの配置については、改善点としてしっかりと検討させていただきます。
 

 ご指摘いただいた内容を真摯に受け止め、今後のサービス向上に努めてまいります。再度のご来店をお待ちしておりますが、次回はよりご満足いただけるよう努力いたします。"
183366944,"ご感想ありがとうございます。朝食を気に入っていただけたこと、大変嬉しく思います。  
 

 一方で、ベッドに関してご不便をおかけし申し訳ございませんでした。お客様のご意見を参考にし、より快適な環境を提供できるよう努めてまいります。  
 

 またのご来店をお待ちしております。"
183366953,"ご利用いただきありがとうございます。
 

 この度は、さまざまな不備がありご不便をおかけし、大変申し訳ございませんでした。チェックイン時の印刷用紙やウエルカムドリンク、スタッフの連携が不十分だった点について、真摯に受け止め改善に努めます。
 

 また、客室のコンセントやテーブルの配置、エアコンの温度調整に関してもご指摘いただき、感謝いたします。快適にお過ごしいただけるよう、設備の見直しを行います。
 

 貴重なご意見をいただき、心より感謝申し上げます。次回お越しいただける際には、より良い環境を提供できるよう努力してまいります。"
183366954,"ご利用いただき、また詳細なご意見をお寄せいただきありがとうございます。
 

 お洒落な雰囲気やお料理を楽しんでいただけたとのこと、大変嬉しく思います。一方で、清掃状態やフロント対応についてご不便をおかけしてしまったこと、心よりお詫び申し上げます。
 

 特に、エレベーターやロビーのトイレの清掃に関しては、改善を図る必要があると認識しております。サービスの質を保つため、スタッフの教育にも注力していきます。
 

 また、朝食やお部屋の配置についての貴重なご意見もいただき、感謝申し上げます。今後の改善に繋げていけるよう、しっかりと目を向けてまいります。
 

 お客様にご満足いただけるよう、引き続き努めてまいりますので、ぜひまたのご訪問をお待ち申し上げております。"
183366956,"ご来店いただき、ありがとうございます。
 

 朝食を楽しんでいただけたとのことで、特に西京焼きにご満足いただけたこと、大変嬉しく思います。  
 

 外国のお客様にも喜んでいただけるよう努めておりますので、今後も様々なお料理をご用意しお待ちしております。  
 

 またのご来店を心よりお待ちしております。"
183366960,"この度はご利用いただき、誠にありがとうございます。
 

 ご滞在中の快適さや、サービスに対するご評価をいただき、大変嬉しく思います。特に、部屋の清潔さやドリンクサービスにご満足いただけたとのことで、スタッフ一同喜んでおります。
 

 駅からのアクセスについてもご理解いただき、感謝申し上げます。ビジネスでのご利用に最適とのお言葉も励みになります。
 

 今後もお客様にとって快適な空間を提供できるよう努めてまいりますので、ぜひまたのご利用をお待ちしております。"
183366980,"この度はご不快な思いをさせてしまい、大変申し訳ございませんでした。バスルームの臭いや、ホテル周辺の清掃については、すぐに改善策を検討いたします。 
 

 お客様が快適に過ごせる環境を提供できるよう、今後努めてまいります。貴重なご意見をいただき、感謝いたします。"
183366982,"この度はご宿泊いただき、誠にありがとうございます。
 

 京都の雰囲気や静かな立地を気に入っていただけたようで、とても嬉しく思います。ウェルカムドリンクのお出汁や朝食の湯豆腐など、料理に関するお褒めの言葉もありがとうございます。
 

 紙コップについてのご指摘もありがとうございます。今後の改善に役立てさせていただきます。
 

 素敵なお言葉やご感想を頂戴し、スタッフ一同励みになります。またのご来館を心よりお待ちしております。"
183366985,"貴重なご意見をいただき、ありがとうございます。
 

 以前のご宿泊時に良い印象をお持ちいただいていたとのこと、本当に嬉しく思います。しかしながら、清潔感や雰囲気に関してご期待に沿えず申し訳ございませんでした。
 

 いただいたご指摘を真摯に受け止め、改善に努めてまいります。次回はより良い状態でお迎えできるようにいたしますので、またの機会があればぜひお越しください。お待ちしております。"
183366999,"この度はご宿泊いただき、ありがとうございます。
 

 ホテルの綺麗さや快適さをご評価いただき、大変嬉しく思います。お客様にとって心地よい空間を提供できるよう、今後も努めてまいります。
 

 次回のご利用を心よりお待ちしております。"
183367004,"この度はご宿泊いただき、誠にありがとうございます。
 

 朝食や館内の広々とした空間をお楽しみいただけたとのこと、大変嬉しく思います。また、スタッフの対応にもご満足いただけたようで、心より感謝申し上げます。
 

 ご指摘いただいた近隣のレストランやアメニティに関しましては、今後の改善の参考とさせていただきます。
 

 お客様により快適にお過ごしいただけるよう努めて参りますので、ぜひ再度のご利用をお待ちしております。"
183367006,ご意見ありがとうございます。お部屋にテーブルがあるとより快適にお過ごしいただけるとのご指摘、しっかり受け止めました。今後の改善の参考にさせていただきます。貴重なご意見をありがとうございました。またのご来店をお待ちしております。
183367007,"お忙しい中、貴重なご意見をいただきありがとうございます。
 

 浴槽の清掃についてご指摘いただきました点、深くお詫び申し上げます。お客様に快適にお過ごしいただけるよう、清掃の徹底に努めてまいります。
 

 また、アメニティに関してのご要望も承りました。今後の改善に活かさせていただきます。
 

 スタッフ対応にご満足いただけた点、大変嬉しく思います。アクセスの面ではご不便をおかけしましたが、またの機会にお越しいただけることを心よりお待ちしております。"
183367010,"この度はご利用いただき、誠にありがとうございます。
 

 しかしながら、ご期待にお応えできず、申し訳ありませんでした。スタッフの対応やお荷物の管理についてのご指摘、詳しくお聞かせいただき感謝申し上げます。大変不快な思いをさせてしまったこと、お詫び申し上げます。
 

 ご指摘いただいた点は、すぐに改善策を検討し、スタッフ教育の強化に努めてまいります。また、施設の設計やアメニティについても今後の参考にさせていただきます。
 

 快適な滞在を提供できるよう、一層の努力を重ねてまいりますので、今後ともご指導ご鞭撻のほどよろしくお願い申し上げます。"
183367051,"この度はご利用いただき、ありがとうございます。
 

 立地や内装、スタッフの対応に関するお褒めの言葉をいただき、大変嬉しく思います。
 

 また、朝食についてのご意見もありがとうございます。品数については今後の改善点として検討させていただきます。
 

 ラウンジサービスを楽しんでいただけたとのこと、何よりです。リピートをご検討いただき、感謝いたします。
 

 今後ともご満足いただけるよう努めてまいりますので、ぜひまたお越しください。お待ちしております。"
183367056,"ご宿泊ありがとうございました。
 

 お客様の京都旅行を素晴らしいものにできたこと、大変嬉しく思います。スタッフの温かさやお部屋のデザインにご満足いただけたこと、またラウンジのお菓子についてのお褒めの言葉もありがとうございます。特にアーモンドキャラメルや手作り最中が印象に残り、お帰り後も再現に挑戦されたとのこと、嬉しい限りです。
 

 京都の魅力を感じながら快適にお過ごしいただけたこと、再びお越しいただけるお言葉を励みにこれからも努めてまいります。
 

 またのご来店を心よりお待ちしております。"
183367067,"この度は2泊のご利用、誠にありがとうございました。  
 

 快適にお過ごしいただけたとのこと、大変嬉しく思います。朝食のお豆腐やフリードリンクのサービスもお気に召していただけたようで、何よりです。  
 

 銭湯が近くにある点も便利に感じていただけたようで、良かったです。これからもお客様に愛される宿を目指してまいりますので、ぜひまたお越しください。お待ちしております。"
183367068,"この度はご利用いただき、ありがとうございます。
 

 清潔で機能的と評価していただき、感謝申し上げます。  
 朝食会場の騒がしさや、朝食メニューについてのご意見をお寄せいただき、誠にありがとうございます。 
 

 今後の改善の参考にさせていただきますので、貴重なご意見として受け止めさせていただきます。  
 少しでも快適にお過ごしいただけるよう努めて参りますので、次回のご利用を心よりお待ちしております。"
183367069,"ご利用いただきありがとうございます。
 

 清掃やアメニティ、レイアウトに関する貴重なご意見、誠にありがとうございます。清掃状況については、改善に努めてまいります。また、アメニティや周辺情報についても、今後の参考にさせていただきます。
 

 朝食の配置についてのご指摘も、大変参考になります。お客様に快適にお過ごしいただけるよう、改善を検討いたします。
 

 またのご来店を心よりお待ちしております。"
183367070,"この度はご宿泊いただき、誠にありがとうございます。
 

 最寄り駅からの道のりを楽しんでいただけたとのこと、とても嬉しく思います。 
 

 フロントの対応や、お部屋や朝食についてもお褒めの言葉をいただき、スタッフ一同励みになります。 
 

 お客様のまたのご来店を心よりお待ちしております。京都での素敵な思い出作りにお力添えできれば幸いです。"
183367071,"ご利用いただき、誠にありがとうございます。
 

 スタッフの対応とホテルの清潔さをお褒めいただき、大変嬉しく思います。 お客様に素敵な時間を提供できたことは私たちの大きな喜びです。 
 

 またのご利用を心よりお待ちしております。ありがとうございました！"
183367072,"この度はご利用いただきありがとうございます。
 

 気に入っていただけた点があった一方で、ご不便をおかけし申し訳ございません。場所やコンセントの位置についてのご指摘は、今後の改善に活かさせていただきます。また、朝食の種類についても見直しを検討いたします。
 

 貴重なご意見をいただき感謝いたします。次回はより満足していただけるよう努めてまいりますので、ぜひまたのご利用をお待ちしております。"
183367076,"口コミをお寄せいただき、ありがとうございます。
 

 お正月の特別なウェルカムドリンクをご覧いただき、嬉しく思います。日本酒を楽しんでいただけたこと、大変光栄です。
 

 今後も季節ごとの特別なサービスを展開してまいりますので、ぜひまたのご来店をお待ちしております。"
183367078,"この度はご宿泊いただき、誠にありがとうございます。
 

 落ち着いた雰囲気や京都らしさを感じていただけたとのお言葉、大変嬉しく思います。駐車場に関するご指摘も、貴重なご意見として承ります。近隣のコインパーキングをご利用いただけるとのこと、何とかご不便をおかけしないよう努めてまいります。
 

 レンタルサイクルのサービスもご利用いただければ、京都の魅力をより楽しんでいただけると思います。またの訪問を心よりお待ちしております。"
183367079,"お忙しい中、貴重なご感想をありがとうございます。
 

 お部屋の清潔感や無料サービスに満足いただけたとのことで、とても嬉しく思います。特に店員の対応もお褒めいただき、励みになります。
 

 コストパフォーマンスにもご納得いただき、リピートの意欲を示していただけたことが何よりの喜びです。11月の繁忙期にもぜひお越しください。
 

 またお会いできることを楽しみにしております！"
183367090,"この度はご利用いただき、誠にありがとうございます。
 

 アクセスについてご不便をおかけしましたが、快適にお過ごしいただけたようで嬉しく思います。 
 

 ドリンクサービスや朝食をお楽しみいただけたこと、またフロントスタッフに対してのお褒めのお言葉もありがとうございます。
 

 女子旅など、特別な時間を過ごす場所としてご利用いただけるよう、引き続き努力して参ります。
 

 またのご来店を心よりお待ちしております。"
183367091,ご滞在いただき、ありがとうございます。立地や朝食をお楽しみいただけたとのこと、大変嬉しく思います。今後ともお客様にご満足いただけるよう努めて参りますので、ぜひまたお越しくださいませ。お待ちしております。
183367092,"この度はご宿泊いただき、ありがとうございます。
 

 夜遅くのチェックインにも関わらず、丁寧な説明ができたことを嬉しく思います。お客様の滞在が静かで快適であったとのお言葉、心より感謝いたします。
 

 ご指摘いただきました部屋の広さや冷蔵庫のサイズについては、貴重なご意見として今後の改善に活かさせていただきます。また、サービスを充分にご利用いただけなかったことについては、次回のご利用時にはぜひお楽しみいただければと思います。
 

 フロントの対応についても、いただいたご感想をスタッフ全体で共有し、より良いサービスが提供できるよう努めて参ります。
 

 再度のご利用を心よりお待ちしております。"
183367094,"この度はご宿泊いただき、誠にありがとうございます。
 

 急なご予約にもかかわらず、素敵な時間をお過ごしいただけたとのこと、大変嬉しく思います。私たちのサービスが仕事の疲れを少しでも軽減できたなら、何よりの喜びです。
 

 またのご利用を心よりお待ちしております。その際は、さらにご満足いただけるよう努めてまいりますので、ぜひゆっくりとお越しください。"
183367095,"この度はご滞在いただき、貴重なご意見をいただき誠にありがとうございます。
 

 エントランスのバリアフリー対応や喫煙ルームの設置について、ご不便をおかけしましたことを心よりお詫び申し上げます。お客様のお声を社内でしっかりと共有し、今後の改善に努めて参ります。
 

 お客様に快適にお過ごしいただける環境を提供することが私たちの目標ですので、なにかお気づきの点があればぜひお知らせください。
 

 再度のご来店をお待ちしております。"
183367099,"この度はご宿泊いただき、誠にありがとうございます。
 

 和のコンセプトを気に入っていただけたこと、とても嬉しく思います。また、外観やエントランスの作り込みについてもお褒めの言葉をいただきありがとうございます。
 

 ただ、部屋のUSB照明の件や清掃についてご不便をおかけし、大変申し訳ありませんでした。早急に確認し、改善に努めてまいります。お客様のお声は私たちにとって貴重なものであり、今後の向上に活かさせていただきます。
 

 アーリーチェックインやレイトチェックアウト、レンタル自転車のサービスをお楽しみいただけたとのこと、何よりです。
 

 引き続きご満足いただけるよう努力してまいりますので、またのご利用を心よりお待ちしております。"
183367100,"この度はご宿泊いただき、また詳細なご感想をお寄せいただきありがとうございます。
 

 ご滞在にご満足いただけたとのことで、スタッフ一同大変嬉しく思っております。また、各種サービスや立地についてもお褒めの言葉をいただき、感謝申し上げます。
 

 お客様の京都旅行が充実したものとなったことを知り、大変光栄です。次回のご利用を心よりお待ちしております。安心してご宿泊いただけるよう、今後もサービスの向上に努めて参ります。 
 

 貴重なお時間をいただき、ありがとうございました。"
183367103,"ご利用いただきありがとうございます。
 

 コストパフォーマンスにご満足いただけたこと、大変嬉しく思います。お部屋や設備に関して良い評価をいただき、感謝申し上げます。
 

 フロントの対応については、ご期待に沿えず申し訳ございません。スタッフ一同、サービス向上に努めてまいりますので、貴重なご意見をいただけたことに感謝いたします。
 

 駅からの距離についても、次回ご利用の際に少しでも快適にお過ごしいただけるよう改善に努めます。再度のご来店を心よりお待ちしております。"
183367109,"ご利用いただき、ありがとうございます。 
 

 シンプルでモダンなホテルの造りを気に入っていただけたようで嬉しいです。ウェルカムドリンクや喫煙所などの施設もお楽しみいただけたとのこと、何よりです。 
 

 今後もお客様にご満足いただけるよう、さらなるサービス向上に努めてまいります。次回のご利用をお待ちしております。"
183367115,"ご来店いただき、また温かい口コミをありがとうございます。
 

 京都旅行を楽しんでいただけたとのことで、私たちも嬉しく思います。スタッフの対応やお部屋についてのお褒めの言葉、大変励みになります。
 

 次回のご訪問の際には、素敵な紅葉の時期にお迎えできることを心より楽しみにしています。またのご来店をお待ちしております。"
183367121,"この度はご利用いただき、誠にありがとうございます。
 

 駅からのアクセスや駐車場についてはご評価いただき感謝申し上げますが、照明や客室の清掃状態についてご不快な思いをさせてしまったこと、大変申し訳なく思っております。お客様の貴重なご意見はしっかりと受け止め、今後の改善に努めて参ります。
 

 朝食についてもお褒めの言葉をありがとうございます。ただ、フロントのサービスがご期待にお応えできなかったことを残念に思っております。心地よい滞在を提供できるよう、スタッフ教育を徹底して参ります。
 

 再度のご利用をいただけるよう、努力してまいりますので、何卒よろしくお願い申し上げます。"
183367128,"ご滞在ありがとうございました。46日間という長い間、当ホテルをお選びいただき、大変嬉しく思います。
 

 便利な交通手段や周辺の情報を見つけていただけたことを嬉しく思います。バスの利用は特におすすめで、河原町や高島屋へのアクセスが簡単ですので、ぜひ次回もご活用ください。
 

 またのご利用を心よりお待ちしております。"
183367129,"この度は最上階のコーナースイートルームにご宿泊いただき、誠にありがとうございます。
 

 ホテルの雰囲気やお部屋でのご滞在を楽しんでいただけたようでとても嬉しく思います。特に和の趣を感じられたとのお言葉は、スタッフ一同励みになります。
 

 また、周辺の道のりについての貴重なご意見もありがとうございます。安全に快適にお越しいただけるよう、引き続き改善に努めてまいります。
 

 朝食にもご満足いただけたようで幸いです。お客様にとっての素敵なホテルライフの一部となれたことを嬉しく思います。
 

 次回のご訪問を心よりお待ちしております。"
183367139,"ご利用いただき、ありがとうございます。お部屋やウェルカムドリンクを気に入っていただけたようで嬉しく思います。
 

 レンタルサイクルも楽しんでいただけたとのこと、アクティブなご滞在ができたようですね。
 

 朝食のお米もご満足いただけたようで、私たちも大変励みになります。  
 またのご来店を心よりお待ちしております。"
183367142,"この度はご利用いただき、誠にありがとうございます。
 

 チェックイン時に快くお部屋の変更に応じられたことをお褒めいただき、大変嬉しく思います。当ホテルの落ち着いた雰囲気やウェルカムサービスにもご満足いただけたようで、何よりです。
 

 また、機能的な部屋の使い方についてのご感想もありがとうございます。ご指摘の通り、長期滞在の場合は荷物に関して工夫が必要かもしれませんが、快適にお過ごしいただけるよう努めてまいります。
 

 再訪のご意向をお持ちいただき、感謝しております。季節ごとの京都の魅力をぜひお楽しみください。今後ともどうぞよろしくお願いいたします。"
183367148,"ご宿泊いただきありがとうございます。
 

 お部屋や水周りについてのお褒めの言葉、また清潔感を感じていただけたことに大変嬉しく思います。
 

 ウェルカムドリンクサービスを楽しんでいただけたようで何よりです。豊富な種類のお飲み物やお菓子は、リラックスタイムにぴったりですよね。
 

 立地についてのご指摘もありがとうございます。アクセスの面で少し不便を感じられる方には、タクシーやバスの利用をお勧めしております。
 

 またのご利用を心よりお待ちしております。"
183367160,"こんにちは！ご利用いただき、ありがとうございます。
 

 ホテルのサービスや雰囲気に満足していただけたとのこと、大変嬉しく思います。ロビーのサービスに関してもお褒めいただき、感謝いたします。
 

 お部屋のスペースに関しては貴重なご意見、ありがとうございます。今後の改善に活かして参りますので、またぜひお越しください。
 

 心よりお待ちしております！"
183367169,"ご利用いただきありがとうございます。  
 

 外国のお客様が多い中、快適にお過ごしいただけたとのこと、大変嬉しく思います。無料の飲み物やツマミも気に入っていただけたようで、何よりです。  
 

 フロントのスタッフに関しまして、貴重なご意見をありがとうございます。より良いサービス向上に努めてまいりますので、今後ともご愛顧いただけますと幸いです。またのご利用をお待ちしております。"
183367172,"この度はご宿泊いただき、誠にありがとうございます。
 

 お部屋や施設についての詳細なご意見、また立地やアメニティに関するご指摘をいただき、感謝申し上げます。ご滞在中に不便を感じられた点や、照明や換気に関する問題については、今後の改善に向けてしっかりと検討させていただきます。
 

 また、朝食メニューにつきましても、貴重なご意見をありがとうございます。お客様にご満足いただける内容に向けて、改善を考えてまいります。
 

 お洒落で落ち着いた雰囲気と感じていただけたことは嬉しい限りですが、次回のご宿泊を考える際に他の選択肢も検討されるとのこと、ぜひ当ホテルにもまたお越しいただける日をお待ちしております。
 

 貴重なご意見をいただき、心より感謝申し上げます。"
183367179,"ご利用いただき、ありがとうございます。静かな立地やお部屋の清潔さをお褒めいただき、大変嬉しく思います。
 

 朝食についてのご意見もありがとうございます。今後、もっと多様なメニューの提供を検討し、幅広いお客様にご満足いただけるよう努めてまいります。
 

 またのご来店をお待ちしております。"
183367187,"ご利用いただきありがとうございます。
 

 この度はチェックイン時にお待たせしてしまい、大変申し訳ございませんでした。清掃が予定通り進まなかったことにより、ご不便をおかけいたしましたことをお詫びいたします。
 

 今後はこのようなことがないよう、運営の見直しを図り、サービスの向上に努めてまいります。貴重なご意見をいただき感謝いたします。 
 

 またのご利用を心よりお待ちしております。"
183367188,"この度はご不快な思いをさせてしまい、誠に申し訳ございませんでした。
 

 スタッフの対応についてご指摘いただき、感謝いたします。お客様にとって快適なサービスを提供することが私たちの目標ですので、改善に努めてまいります。
 

 次回のご利用の際には、より良い体験を提供できるよう努力いたします。貴重なご意見をいただき、ありがとうございました。"
183367211,"この度はご宿泊いただき、誠にありがとうございます。
 

 お褒めの言葉をいただき、大変光栄です！  
 お部屋の和室でリラックスできたとのこと、嬉しく思います。  
 また、テレビでYouTubeを楽しんでいただけたのも良かったですね。
 

 美味しいお食事にもご満足いただけたようで、スタッフ一同喜んでおります。
 

 快適なひとときを提供できるよう、今後も努めて参りますので、またのご来訪を心よりお待ちしております。"
183367214,"この度はご宿泊いただき、ありがとうございます。
 

 新しいホテルの設備やお風呂、ベッドについてお褒めいただき、嬉しく思います。特にご主人が気に入ってくださったとのことで、スタッフ一同喜んでおります。
 

 夕食についてご不便をおかけしたとのこと、申し訳ありませんでした。次回はぜひ、ゆっくりとお食事も楽しんでいただければと思います。
 

 今後とも、お客様にご満足いただけるよう努力してまいりますので、またのご来館をお待ちしております。"
183367216,"この度はご宿泊いただき、誠にありがとうございます。
 

 客室や館内の清潔感についてお褒めいただき、大変嬉しく思います。サービスの面でお客様に省力化の印象を与えてしまったこと、また朝食のバランスについての貴重なご意見をありがとうございます。ご指摘いただいた点につきましては、改善に向けて取り組んで参ります。
 

 朝食でお召し上がりいただいた南禅寺豆腐と白みそのお味噌汁が美味しかったとのこと、とても嬉しく思います。団体のお客様との混雑は、お客様にご不便をおかけしたかもしれませんね。
 

 全体として気持ちよくお過ごしいただけたとのことで安心しました。またのご利用を心よりお待ち申し上げております。"
183367240,"この度はご不便をおかけし、誠に申し訳ございませんでした。
 

 駅からの距離や荷物の扱いについて、さらに教育を徹底し改善に努める必要があります。また、部屋の清掃状況についてもより一層の確認を行い、快適にお過ごしいただける環境を整えてまいります。
 

 朝食メニューに関しても、お客様のご意見を踏まえ、バリエーションを増やすよう検討いたします。観光客の皆様に心地よく過ごしていただけるよう、努力して参りますので、今後ともご意見をお寄せいただけますと幸いです。 
 

 貴重なお時間をいただき、ありがとうございました。"
183367253,ご来店いただきありがとうございます。静かな環境を気に入っていただけたとのことで、嬉しく思います。今後ともお客様にご満足いただけるよう努めてまいりますので、ぜひまたのお越しをお待ちしております。
183367257,"この度はご宿泊いただき、誠にありがとうございました。
 

 ご心配をおかけしたこと、また隣の方の音や置き時計の件についてご迷惑をおかけしましたことをお詫び申し上げます。ご指摘いただいた点については、今後の改善に努めて参ります。
 

 朝食のパンについてのご意見もありがとうございます。お客様がご満足いただけるよう、品質向上に努めてまいりますので、次回は和食もぜひお試しください。
 

 バイクを安全に駐車できるとのお言葉、嬉しく思います。次回のご来訪をお待ちしておりますので、どうぞ宜しくお願いいたします。"
183367259,"お客様
 

 貴重なご意見をいただき、誠にありがとうございます。
 

 外観や内装についてお褒めの言葉をいただいた一方で、室内デザインや朝食メニューに関してご期待に応えられなかったこと、大変申し訳なく思っております。コンセントの位置や収納スペースなど、宿泊者様の利便性を考慮した改善が必要であることを真摯に受け止めます。
 

 また、朝食の内容や味についてのご指摘もありがとうございます。お客様にご満足いただけるよう、メニューの見直しや品質向上を図って参ります。
 

 アクセスの面でもご不便をおかけし、心苦しく思っております。今後の改善に向けて、スタッフ一同努めて参りますので、貴重なご意見に感謝いたします。
 

 再訪を検討いただけるよう、次回はより良いサービスをご提供できるよう努力いたします。どうぞ引き続きよろしくお願いいたします。"
183367260,"この度はご利用いただき、誠にありがとうございます。
 

 立地や建物の雰囲気、内装にご満足いただけたとのことで、大変嬉しく思います。京都らしい素敵な空間を感じていただけたこと、私たちにとっても喜ばしいことです。
 

 またのご宿泊を心よりお待ちしております。ぜひ、次回も素敵なひとときをお過ごしください。"
183367292,"この度はご宿泊いただき、また貴重なご意見をいただきありがとうございます。
 

 スタッフの対応についてお褒めの言葉をいただき、大変嬉しく思います。しかしながら、エントランスの階段や水回りの臭い、アクセスの不便さなど、多くの点でご不便をおかけしてしまったこと、心よりお詫び申し上げます。
 

 ご指摘いただいた点については、早急に改善に向けた検討を進めてまいります。お客様にとって快適な空間を提供できるよう努めて参りますので、ぜひ今後の成長を見守っていただければ幸いです。
 

 貴重なご意見に感謝いたします。またの機会がございましたら、より良いサービスを提供できるよう努力いたしますので、よろしくお願いいたします。"
183367298,"貴重なご意見をいただき、ありがとうございます。
 

 ご滞在中にお騒がせな状況があり、大変ご不便をおかけしましたこと、お詫び申し上げます。静かな環境でお過ごしいただけるよう、改善に努めてまいります。
 

 ウェルカムコーヒーや朝食の混雑に関しても、貴重なご指摘をありがとうございます。スムーズなサービス提供に向けて、見直しを図ります。
 

 立地をお褒めいただき、嬉しく思います。またのご利用を心よりお待ちしております。"
