review_id,reply
183366954,"この度は当ホテルにご宿泊いただき誠にありがとうございました。ご多忙の中、素敵なお写真と共にレビューを頂戴し、重ねてお礼申し上げます。

朝食に満足いただけたようで大変光栄に存じます。

お客様には、館内清掃の不備や一部スタッフの対応、客室の設備でご不快な思いをさせてしまい深くお詫び申し上げます。

当ホテルでは、環境に配慮するためにご希望のお客様にのみ客室の清掃を実施しております。また、ご滞在中に一部のお客様がチェックアウトなさる場合につきましても、お客様のご了承やお申し付けなくベッドの仕様を変更することは控えさせていただいております。ご案内・ご提案を失念しておりましたら大変申し訳ございません。

いただいたご意見は真摯に受け止めスタッフ間で共有し、教育を徹底してまいります。

またご利用をご検討いただけるよう、サービス向上に尽力してまいります。

またのご来館をスタッフ一同、心よりお待ち申し上げております。


オリエンタルホテル京都六条"
183366956,"この度はオリエンタルホテル京都六条にご宿泊いただき誠にありがとうございます。またお忙しい中評価をいただき、重ねて御礼申し上げます。
お客様の楽しいご旅行の一助となりましたらとても光栄に存じます。
また近くにお越しの際には朝食のご利用も兼ねて当館に是非お立ち寄りくださいませ。従業員一同心よりお待ち申し上げます。

オリエンタルホテル京都六条"
183366960,"この度はご宿泊いただき、誠にありがとうございます。また、貴重なご意見をお寄せいただき、感謝申し上げます。

立地については、駅から少し離れている点がございますが、タクシーやバスをご利用いただくことで便利にご移動いただけたようで安心しました。ビジネスでのご利用にも適したお部屋とサービスをご提供できたことを嬉しく思います。

次回のご利用の際にも、さらに快適にお過ごしいただけるよう改善を重ねてまいりますので、またのお越しを心よりお待ちしております。"
183366980,"この度は当ホテルをご利用いただき、またご意見をお寄せいただきありがとうございます。バスルームの臭いについてや、ホテルの玄関付近で不快な思いをさせてしまったことを心よりお詫び申し上げます。お客様に快適な滞在を提供することが最も重要であると認識しており、このようなことがあったことは非常に残念に思います。

バスルームの清掃状況を改めて確認し、臭いの原因を早急に取り除くとともに、玄関周辺の清掃を徹底いたします。再度、このような不快な思いをおかけしないよう努めてまいります。

貴重なご意見をいただき、ありがとうございました。"
183366982,"この度はオリエンタルホテル京都 六条をご利用いただき、誠にありがとうございます。

ホテルの静かな立地やウェルカムドリンク、お食事などをお楽しみいただけたようで、大変嬉しく思います。特にお出汁や湯豆腐、生八つ橋など京都らしい味覚を満喫していただけたとのこと、とても光栄です！また、セキュリティ面についても安心してご滞在いただけたようで何よりです。

紙コップの熱さについてのご意見もありがとうございます。今後のサービス向上の参考にさせていただきます。

朝食時の混雑については、ご不便をおかけし申し訳ございません。より快適にお過ごしいただけるよう、改善を検討してまいります。

また京都にお越しの際は、ぜひお立ち寄りくださいませ。スタッフ一同、心よりお待ちしております。

オリエンタルホテル京都 六条"
183366985,"この度は当ホテルをご利用いただき、また貴重なご意見をお寄せいただきありがとうございます。お部屋の清掃に関してご不快な思いをおかけしたこと、心よりお詫び申し上げます。枕元のライトや毛布、また蚊に関するご指摘、すべての点において清掃が行き届いていなかったことを深く反省しております。

お客様に快適にお過ごしいただけるよう、清掃の見直しを行い、スタッフ一同、より丁寧な確認を徹底いたします。また、設備面でも改善が必要な部分を確認し、今後はこのようなことがないよう努めてまいります。

貴重なご意見を元に、今後のサービス向上に役立ててまいります。再度のご来館の機会があれば、是非とも快適な滞在をご提供できるよう努力いたします。

ご不快な思いをさせてしまい、誠に申し訳ございませんでした。"
183366999,"この度はオリエンタルホテル京都六条にご宿泊頂き、誠にありがとうございます。またお忙しい中、ご評価を頂き、重ねてお礼申し上げます。
今回の滞在におかれましてゆっくりとお寛ぎいただけましたら大変嬉しく存じます。
またのご来館をスタッフ一同心よりお待ち申し上げます。

オリエンタルホテル京都六条"
183367004,"この度はオリエンタルホテル京都 六条をご利用賜り誠にありがとうございます。
また、貴重なお時間を割いてのご投稿に重ねてお礼申し上げます。

当ホテルはご紹介いただきました通り、駅より少し離れた静かな環境に立地しており、
もてなしの精神を茶の湯に学び客人を迎える「茶庭」と、そこへ続く「露地」をモチーフに癒しの空間をデザインしておりします。
またご朝食につきましても和食をメインにしており、ご満足頂けたようで何よりでございます。

今後ともオリエンタルホテル京都 六条をご愛顧賜りますよう心よりお願い申しあげます。
またのご来館を心よりお待ち申し上げております。

オリエンタルホテル京都 六条
支配人"
183367006,"この度は、数あるホテルの中からオリエンタルホテル京都六条をお選びいただき、誠にありがとうございます。また、ご多忙にもかかわらず貴重なご意見をお寄せいただき、重ねて御礼申し上げます。
客室内のテーブルにつきましてフロントにてテーブルの貸出を行っております。ご要望の際にはお申し付けください。
またお近くにお越しの際には、是非お立ち寄りくださいませ。従業員一同心よりお待ち申し上げております。

オリエンタルホテル京都六条"
183367007,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございました。
また貴重なご意見を頂戴し、合わせて御礼申し上げます。
客室の清掃に関してご不快な思いをさせてしまったとのこと、心よりお詫びを申し上げます。
より一層お客様にお喜び頂ける場を目指し、精進を重ねて参ります。

オリエンタルホテル京都六条
"
183367010,"この度は当ホテルをご利用いただき、また貴重なご意見をお寄せいただきありがとうございます。お客様のご滞在に関してご不便をおかけしましたこと、心よりお詫び申し上げます。

お名前の間違いや荷物の配送手続きに関する対応について、スタッフの不手際によりご迷惑をおかけしたことを深く反省しております。お客様のご要望に迅速かつ丁寧に対応できるよう、スタッフへの指導を強化し、再発防止に努めます。

また、客室内の冷房の問題やコンセントの配置についてもご不便をおかけしたことをお詫び申し上げます。設備面においても今後の改善点として、検討させていただきます。

朝食についても、ご希望に沿えなかったこと、大変申し訳ございませんでした。お客様が感じられた通り、スタッフの態度に関しても反省し、全てのお客様に対して丁寧かつ心地よいサービスが提供できるよう努力いたします。

お客様のご意見を真摯に受け止め、より良いサービスを提供できるよう、スタッフ一同改善に取り組んでまいります。お手数ではございますが、次回機会があればぜひまたご利用いただければ幸いです。

お客様にとってより快適な滞在ができるよう、今後も努力してまいります。

誠に申し訳ございませんでした。"
183367051,"この度はご利用いただき、誠にありがとうございます。ご滞在中に快適にお過ごしいただけたようで、大変嬉しく思います。

立地についてご案内いただきありがとうございます。最寄りの駅やバス停もご確認いただき、便利にご利用いただけたことと思います。お部屋の広さやスタッフの対応についてもお褒めの言葉をいただき、スタッフ一同大変励みになります。

朝食については品数に関してご意見をいただきありがとうございます。今後の改善点として参考にさせていただきます。また、ラウンジサービスもご利用いただき、楽しんでいただけたようで嬉しく思います。

次回のご滞在を心よりお待ちしております。またのお越しをスタッフ一同、心よりお待ちしております。

ありがとうございました。"
183367056,"この度はオリエンタルホテル京都六条に宿泊いただき、誠にありがとうございます。お客様が素敵な京都旅行をお楽しみいただけたこと、スタッフの対応やホテルのサービスがご満足いただけたことを大変嬉しく思っております。

お部屋や施設、そして朝食に関するご意見、誠にありがとうございます。お部屋のシンプルな内装や、朝食の美味しさがお好きいただけたようで、私たちも大変嬉しく思っております。また、ラウンジでのお茶やお菓子を楽しみ、夜のライトアップをお楽しみいただけたことも嬉しいご感想です。

今後もお客様にとって心地よい空間を提供できるよう、スタッフ一同努めてまいります。またのご来館を心よりお待ちしております。
オリエンタルホテル京都六条"
183367067,"2泊のご滞在、そしてご感想を共有いただきありがとうございます。お客様が快適な滞在をお楽しみいただけたこと、そして朝食やフリードリンク、近隣の銭湯にもご満足いただけたこと、大変嬉しく存じます。

特に南禅寺のお豆腐がお気に召していただけて、それが最高の一品となったことを知り、大変嬉しく存じます。フリードリンクや周辺の設備がお役立ちいただけたようで、これも何よりです。

京都駅からのアクセスも便利で、タクシーでワンメーターで行けるほど近い距離だった点に関しても他の皆様に共有いただき御礼申し上げます。

またの機会にぜひお越しいただけることを心よりお待ちしております。どうもありがとうございました。"
183367068,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。
また、貴重なご意見をお寄せいただき、重ねて御礼申し上げます。

ご滞在中はご朝食やお部屋の設備など、さまざまな面に目を向けていただきありがとうございました。
今後もより快適にお過ごしいただけるよう、サービスの向上に努めてまいります。
また京都にお越しの際には、ぜひ当館をご利用いただけますと幸いです。"
183367069,"貴重なご意見をいただき、誠にありがとうございます。建物の美しさについてのお褒めの言葉、そして清掃の点でのご指摘、アメニティに関するご感想、朝食の配置や内容に関するご意見、すべてについて真摯に受け止めております。

清掃に関しては、お客様が心地よく過ごせるように、スタッフへの指導と改善に努めます。アメニティに関しましては、1Fフロント横にヘアブラシやコットンセットなど様々なものを設置しており、ご自由にお取りいただけるようになっております。ご案内が足りず申し訳ございません。それらの充実度や周辺情報の記載についても見直しを行い、より快適なご滞在を提供できるよう努めます。

朝食の配置や内容についてのご提案も、今後の改善の参考にさせていただきます。お客様のご意見は大変重要で、これからのサービス向上に役立てさせていただきます。

またの機会にぜひご利用いただければと願っております。どうもありがとうございました。"
183367070,"
ご宿泊いただき、そして詳細なご感想をありがとうございます。お客様が建物や部屋、そして朝食にご満足いただけたことを知り、大変嬉しく思います。

少し歩く距離に位置しているものの、街並みを楽しみながらのお散歩が良い思い出になったようで、何よりです。また、荷物の預かりサービスに対するフロントスタッフの対応にもご満足いただけたようで、お褒めのお言葉をいただきありががとうございます。

和のモチーフが美しく取り入れられた建物や広くてくつろげるお部屋、そして高品質なバイキング朝食がお好みに合い、こちらも大変嬉しいお言葉です。

次回もぜひお越しいただけることを心よりお待ちしております。この度はご宿泊いただき誠にありがとうございました。"
183367071,"素敵なお言葉、誠にありがとうございます！スタッフの対応が良かったとのお褒めの言葉を受け、大変嬉しく思います。また、ホテルの内部が清潔で素敵だったとの印象も嬉しく存じます。

次回もぜひご利用いただけることを心よりお待ちしております。素敵な時間を過ごしていただけたこと、またの機会にお会いできることを嬉しく思います。どうもありがとうございました！"
183367072,"ご宿泊いただき、そして貴重なご意見をありがとうございます。お褒めいただいた点に感謝いたしますが、場所が分かりにくいとのご指摘、お部屋のコンセントの位置や朝食の種類に関するご意見については、真摯に受け止め、今後の改善に活かしてまいります。

特にティファールの利用においてコンセントの位置が不便であったこと、朝食の種類が少なかったことについては、お客様にとって快適な環境を提供できるよう努めてまいります。また、場所に関する案内や表示の向上にも注力してまいります。

次回のご滞在でより良いサービスをご提供できるように、改善点をしっかりと検討させていただきます。お客様のご意見に感謝し、またの機会にお越しいただけることを心よりお待ちしております。どうもありがとうございました。"
183367076,"この度はご宿泊並びに口コミ投稿をいただき誠にありがとうございます。
ウェルカムドリンクの日本酒に関しては、2023年末ごろより通常メニューとしてご用意させていただいております。
京都にある酒造の日本酒2種類を皆様にお楽しみいただけましたら幸いでございます。

またのお越しをスタッフ一同心よりお待ちしております。
この度は誠にありがとうございました。"
183367078,"この度はオリエンタルホテル京都六条にご滞在をいただき誠にありがとうございます。
またご感想もお寄せいただき重ねてお礼を申しあげます。
ご不便をお掛けしてしまい誠に申し訳御座いません。
今後も快適で心地よいご滞在をお手伝いできるよう日々精進してまいります。
またのご来館を従業員一同心よりお待ち申し上げております。
オリエンタルホテル京都六条 フロント　高木"
183367079,"口コミ投稿並びにホテル内の無料サービスのご紹介、誠にありがとうございます！お部屋の綺麗さや無料サービス、そしてスタッフの丁寧さがお客様にご満足いただけたこと、大変嬉しく思います。11月の繁忙期でもご満足いただけたとのお言葉、スタッフ一同大変感激しております。
お客様のリピートをお待ちしておりますし、今後もお客様にとって心地よい滞在を提供できるように努めてまいります。何かご要望やご意見がございましたら、どうぞお気軽にお知らせください。またのご利用を心よりお待ちしております。"
183367090,"この度はご宿泊並びに口コミ投稿ありがとうございます。アクセスが少し不便だったとのこと、ご不便をおかけいたしました。ただ、お部屋が綺麗で広く快適な滞在ができたとも仰っていただき、スタッフ一同大変嬉しく存じます。ドリンクサービスが充実しており、朝食も美味しかったとのお言葉、重ねて御礼申し上げます。

また、若いフロントスタッフの男性が印象的だったとのコメントもありがとうございます。女子旅だけでなく皆様に快適なご滞在をご提供できるよう、今後も精進してまいります。
また京都にお越しの際にはぜひ当ホテルをご利用くださいませ。スタッフ一同心よりお待ちしております。"
183367091,"この度は口コミを共有いただきありがとうございます。
お客様がおっしゃる通り、当ホテルは京都駅からは徒歩圏内で東本願寺と西本願寺の中間に位置しており、また各観光地行きのバス停も近いためおすすめさせていただいております。ご満足いただけたようで光栄でございます。

また、朝食が美味しかったとのお言葉、スタッフ一同励みになります。誠にありがとうございます。今後もお客様にとって快適で思い出に残る滞在を提供できるよう、朝食を含め各サービスの向上に努めてまいります。またの機会にぜひお越しいただければ幸いです。何かご質問やご要望がありましたら、どうぞお気軽にお知らせください。"
183367092,"この度は口コミを投稿いただき誠にありがとうございます。急な夜の京都訪問でのご宿泊、お疲れさまでございました。また、京都の旅行支援をご活用いただけたことも大変嬉しく存じます。

チェックインが夜遅くなり、サービスをあまり利用できなかった点について、お客様のご意見を真摯に受け止めております。喫煙所の利用制限についても、ご理解あるお言葉をいただき誠にありがたく存じます。
お部屋の広さや設備に関するご意見も重要で、デスクのない点や小さな冷蔵庫の使い勝手に関するご指摘、誠にありがとうございます。これらのご意見は今後の改善点として参考にさせていただきます。
今回、静かで心地よい滞在をお過ごしいただけたこと、建物の清潔さにご満足いただけたことを伺い、大変嬉しく思います。機会がありましたら、またのご利用の際にぜひホテルのサービスぞ存分にご利用くださいませ。スタッフ一同心よりお待ちしております。"
183367094,"この度はオリエンタルホテル京都六条に宿泊いただき、口コミを投稿していただきまして誠にありがとうございます。
お仕事での急な出張にもかかわらず、当ホテルをお選びいただき、快適なお時間をお過ごしいただけたことを大変嬉しく思います。
仕事の疲れを少しでも癒やせ、心地よい滞在ができたことが何よりです。
朝食やお部屋の内装に関するご感想も、スタッフ一同大変嬉しく受け取りました。お客様のご期待に添えるよう、今後もサービスの向上に努めてまいります。
またのご利用を心よりお待ちしております。
オリエンタルホテル京都六条"
183367095,"この度は口コミ投稿をいただき誠にありがとうございます。
ホテルの入り口の階段に関して、ご不便をおかけいたしました。実際のところ他のお客様方からも同様のお声はいただいているのですが、ホテルの設計上、今後スロープを設置することは難しいのが現状でございます。ご理解いただきますようお願い申し上げます。

喫煙所の煙に関してもご迷惑をおかけいたしました。お客様が仰せの製氷機付近には客室もございますので、ホテルとしてはそちらに喫煙所を移動することは出来かねます旨ご承知いただけますと幸いです。
設計上、パブリックエリア内フロント～エレベーターホールのお客様の動線から一番遠い場所に喫煙所を設けておりますが、扉の開くタイミング如何によってご迷惑をおかけしております。申し訳ございません。

何か私共でできる対応がないか、スタッフ内で協議して参ります。ご意見をお寄せいただきありがとうございました。"
183367099,"この度は口コミ投稿をいただき誠にありがとうございます。
ホテル外観やエントランスに関してもお褒めいただき重ねて御礼申し上げます。
しかしながら、清掃が甘いとお感じになった・客室内照明も使用できなかったとのこと、ご不便ご迷惑をおかけし誠に申し訳ございません。
その後清掃スタッフに対し、今後のより一層の念入り清掃とライトの確認も徹底して行うよう周知いたしましたことをこの場を借りてご報告申し上げます。
ご宿泊ありがとうございました。またのお越しをスタッフ一同心よりお待ちしております。"
183367100,"この度はオリエンタルホテル京都六条にご宿泊いただきありがとうございます。
また、客室や朝食、ロケーションに関してお褒めの言葉も頂戴し重ねて御礼申し上げます。
ご滞在におかれまして満足していただけたようで大変嬉しく存じます。
京都にお越しの際はまたのご利用を心よりお待ちしております。
オリエンタルホテル京都六条"
183367103,"この度は当ホテルをご利用いただき誠にありがとうございます。また、ご感想をお知らせいただきありがとうございます。
コスパにご満足いただけたこと、そして部屋に関して好意的なご意見をいただき、大変嬉しく存じます。一方で、フロントの対応が今ひとつとお感じになったことに関して誠に申し訳ございませんでした。お客様の期待に添えなかったことを心よりお詫び申し上げます。
また、駅からの距離に関するご意見も了解しております。距離が我慢できれば良いホテルとのお言葉、大変励みになります。今後もお客様のご期待に応えられるよう、サービス向上に努めて参ります。
何かご質問やご希望がございましたら、お気軽にお知らせください。またの機会にお会いできることを心よりお待ち申し上げております。"
183367109,"   この度はオリエンタルホテル京都六条をご利用いただき誠にありがとうございます。
また、ホテルに関する様々な情報をお知らせいただき重ねて御礼申し上げます。
お写真を拝見する限りご滞在の際は晴天のようでしたが、京都観光はご存分にお楽しみになりましたでしょうか。皆様方のご旅行の一助となれましたなら大変光栄です。
またのお越しを心よりお待ちしております。"
183367115,"この度はオリエンタルホテル京都六条にご宿泊いただき誠にありがとうございます。
また、スタッフへのお褒めのお言葉も頂戴し重ねて御礼申し上げます。

お嬢様が計画された家族旅行とのこと、素敵な思い出がたくさんできたかと存じます。皆様方の楽しいご旅行のお手伝いができましたことは私どもにとっても大変嬉しい限りでございます。
これからまた寒い時期となりますがどうぞご自愛くださいませ。またお目にかかれます日を、スタッフ一同心よりお待ちしております。"
183367121,"この度は貴重なフィードバックをいただき、誠にありがとうございます。ご滞在中の不便や不快な点について、心よりお詫び申し上げます。

まず、駅からの距離が遠く、エントランスの雰囲気が高揚感を与えながらも照明が暗すぎるとのご指摘、誠に申し訳ございません。お客様が快適にお過ごしいただけるよう、照明の明るさの改善を検討させていただきます。

また、お部屋からの景観が望めないこと、そして何よりもベッドに細かい毛が見られ、浴室に水溜りがあったことについて、これは当ホテルの基準を満たしていない状況であり、すぐに清潔な状態に戻すよう対応いたします。お客様にご不快な思いをさせてしまい、誠に申し訳ありません。

そんな中、朝食に関して白飯が美味しかったとのお言葉、ありがとうございます。今後も食事に関しての向上を図ってまいります。

最後に、フロントのサービスについてのお客様が感じられた違和感について、お客様に安心感と快適さを提供できるよう、スタッフトレーニングを徹底してまいります。

再度、貴重なご意見に感謝申し上げます。今後もお客様により良いサービスを提供できるよう、努力してまいります。この度はご宿泊いただきありがとうございました。"
183367128,"この度はオリエンタルホテル京都六条にご宿泊いただきまして誠にありがとうございました。長期間のご滞在に当ホテルをお選びいただき大変光栄でございます。ご滞在中はごゆっくりとお寛ぎいただけましたでしょうか。
当ホテルは地下鉄五条駅から徒歩約10分弱の閑静な住宅街に位置しております故お客様にはご足労をお掛けしております。繁華街へのアクセスにはバスをはじめとした交通機関をご利用頂くことをご提案しております。
またご利用をスタッフ一同心よりお待ちしております。

オリエンタルホテル京都六条 フロントスタッフ"
183367129,"この度はご宿泊並びに口コミ投稿をいただき、誠にありがとうございます。当ホテルに関してお褒めのお言葉も頂戴し、重ねて御礼申し上げます。いただいた内容に関してはぜひレストランスタッフに共有させていただきます。

当館は繁華街から離れた閑静な住宅街に位置しており、喧騒から離れた場所でのんびりと落ち着いたご宿泊をご提供できればと考えております。

今回のご滞在におかれましてはごゆっくりお寛ぎ頂けた様で嬉しく思います。これからもよりご満足いただけるホテルを目指しサービスの向上を図って参る所存でございます。引き続きご愛顧賜りますようお願い申し上げます。またのご来館を従業員一同心よりお待ち申し上げております。"
183367139,この度はご宿泊並びに口コミ投稿をいただき、誠にありがとうございます。当ホテルに関してお褒めのお言葉も頂戴し、重ねて御礼申し上げます。お食事のお褒めの言葉に関しましては、当館のレストランスタッフに是非共有させて頂きます。また、これからもよりご満足いただけるホテルを目指しサービスの向上を図って参る所存でございます。引き続きご愛顧賜りますようお願い申し上げます。またのご来館を従業員一同心よりお待ちしております。
